"title"	"blurb"	"url"	"target"	"retrievetime"
"How to make electricity"	"Tired of bills? A shocking secret electric co's don't want you 2 know"	"www.Power4Home.com"	"http://www.power4home.com/?aff=taa200&gid=1042770120&tid=236"	"2009-08-28 02:48:01"
"Sustainable Development"	"Sustainable Development, Land Use & Building Design Consultants."	"www.Domani.com"	"http://www.domani.com/Sustainable-Development.php"	"2009-08-28 02:48:01"
"How to make electricity"	"Tired of bills? A shocking secret electric co's don't want you 2 know"	"www.Power4Home.com"	"http://www.power4home.com/?aff=taa200&gid=1042770120&tid=236"	"2009-08-28 02:48:01"
"Sustainable Development"	"Sustainable Development, Land Use & Building Design Consultants."	"www.Domani.com"	"http://www.domani.com/Sustainable-Development.php"	"2009-08-28 02:48:01"
"Wholesale C.E.R.T. Kits"	"Community Emergency Response Supply Emergency kits, Helmets, Vests, etc"	"www.Cpr-Savers.com/emergency"	"http://www.cpr-savers.com/emergency/cert-kits-equipment.html"	"2009-08-28 02:48:01"
"Ready or Not Here I Come"	"Mother Nature waits for nobody Survival kit and supply superstore"	"www.Prepare4Disaster.com"	"http://www.prepare4disaster.com"	"2009-08-28 02:48:01"
"Over 100 Survival Kits"	"Largest Selection - Fast shipping Compare and save!"	"www.AreYouPrepared.com"	"http://www.areyouprepared.com/Emergency-Survival-Kits-s/48.htm&click=284"	"2009-08-28 02:48:01"
"Emergency Supplies"	"Shop the lowest prices on emergency supplies."	"www.TannerElectronics.com"	"http://www.vacuumsmart.net/?partnerKey=Adwords&campKey=0303Electronics6&groupKey=Emergency%20Supplies&keywordKey=emergency%20supplies&queryKey=emergency%20supplies&sourceKey=www.kobe-bengoshi.net&trafficKey=content&creativeKey={creativeid}"	"2009-08-28 02:48:01"
"Emergency Supplies guide"	"Looking to find Emergency Supplies? See our Emergency Supplies guide."	"UsMilitarySurplus.com"	"http://www.clicksfrombeyond.info?acu-d1=Adwords&acu-d2=nr-cten-surp-13&acu-d3=emergency%20supplies&acu-d4=emergency%20supplies&acu-d5=emergency%20supplies&acu-d8=2431597299&acu-d6=www.kobe-bengoshi.net&acu-d7=content&acu-d9=http%3a%2f%2fwww.Usmilitarysurplus.Com"	"2009-08-28 02:48:01"
"Wholesale C.E.R.T. Kits"	"Community Emergency Response Supply Emergency kits, Helmets, Vests, etc"	"www.Cpr-Savers.com/emergency"	"http://www.cpr-savers.com/emergency/cert-kits-equipment.html"	"2009-08-28 02:48:01"
"Ready or Not Here I Come"	"Mother Nature waits for nobody Survival kit and supply superstore"	"www.Prepare4Disaster.com"	"http://www.prepare4disaster.com"	"2009-08-28 02:48:01"
"Over 100 Survival Kits"	"Largest Selection - Fast shipping Compare and save!"	"www.AreYouPrepared.com"	"http://www.areyouprepared.com/Emergency-Survival-Kits-s/48.htm&click=284"	"2009-08-28 02:48:01"
"Emergency Supplies"	"Shop the lowest prices on emergency supplies."	"www.TannerElectronics.com"	"http://www.vacuumsmart.net/?partnerKey=Adwords&campKey=0303Electronics6&groupKey=Emergency%20Supplies&keywordKey=emergency%20supplies&queryKey=emergency%20supplies&sourceKey=www.kobe-bengoshi.net&trafficKey=content&creativeKey={creativeid}"	"2009-08-28 02:48:01"
"Emergency Supplies guide"	"Looking to find Emergency Supplies? See our Emergency Supplies guide."	"UsMilitarySurplus.com"	"http://www.clicksfrombeyond.info?acu-d1=Adwords&acu-d2=nr-cten-surp-13&acu-d3=emergency%20supplies&acu-d4=emergency%20supplies&acu-d5=emergency%20supplies&acu-d8=2431597299&acu-d6=www.kobe-bengoshi.net&acu-d7=content&acu-d9=http%3a%2f%2fwww.Usmilitarysurplus.Com"	"2009-08-28 02:48:01"
"Wholesale C.E.R.T. Kits"	"Community Emergency Response Supply Emergency kits, Helmets, Vests, etc"	"www.Cpr-Savers.com/emergency"	"http://www.cpr-savers.com/emergency/cert-kits-equipment.html"	"2009-08-28 02:48:01"
"Ready or Not Here I Come"	"Mother Nature waits for nobody Survival kit and supply superstore"	"www.Prepare4Disaster.com"	"http://www.prepare4disaster.com"	"2009-08-28 02:48:01"
"Komodo Dragons"	"Looking for Komodo Dragons? Find exactly what you want today."	"Yahoo.com"	"http://www.jdoqocy.com/click-2118118-10473284?url=http%3A%2F%2Fshopping.yahoo.com%2Fsearch%3Fp%3DKomodo+Dragons%26view%3Dg%26affiliate%3Drw&sid=CTTys5k452858-26450"	"2009-08-28 02:48:01"
"Real Dragons"	"Watch Exclusive MonsterQuest Videos & Full Episodes. Only at HISTORYÃ¢Â„Â¢."	"History.com"	"http://clickserve.dartsearch.net/link/click?lid=43000000154129579"	"2009-08-28 02:48:01"
"Like A Cat - Pet Jewelry"	"Silver dragonfly, dog & cat charms Pagan, Wiccan, pentagram jewelry"	"www.likeacat.com"	"http://www.likeacat.com"	"2009-08-28 02:48:01"
"Komodo Dragons"	"Looking for Komodo Dragons? Find exactly what you want today."	"Yahoo.com"	"http://www.jdoqocy.com/click-2118118-10473284?url=http%3A%2F%2Fshopping.yahoo.com%2Fsearch%3Fp%3DKomodo+Dragons%26view%3Dg%26affiliate%3Drw&sid=CTTys5k452858-26450"	"2009-08-28 02:48:01"
"Real Dragons"	"Watch Exclusive MonsterQuest Videos & Full Episodes. Only at HISTORYÃ¢Â„Â¢."	"History.com"	"http://clickserve.dartsearch.net/link/click?lid=43000000154129579"	"2009-08-28 02:48:01"
"Like A Cat - Pet Jewelry"	"Silver dragonfly, dog & cat charms Pagan, Wiccan, pentagram jewelry"	"www.likeacat.com"	"http://www.likeacat.com"	"2009-08-28 02:48:01"
"Chinese Red Dragon"	"Find Chinese Red Dragon Online. Spend $125 on Furniture & Save 15%"	"www.Target.com"	"http://www.target.com/gp/redirect.html/ref=tgt_adv_XSGO0527?URL=/gp/search%3Ffield-keywords%3Dchinese_red_dragon%26LNM%3Dchinese_red_dragon%26CPNG%3DFurniture%26AFID%3Dgoogle%26LID%3D66431494"	"2009-08-28 02:48:01"
"King Arthur Flour Online"	"Trust only King Arthur Flour for your Specialty Baking Needs."	"www.KingArthurFlour.com"	"http://www.offeredby.net/silver/rdm.cfm?trkid=21176S77982240"	"2009-08-28 02:48:01"
"Classic Disney Dvd Sale"	"50% Off Walt Disney Dvds Buy Now Only $13.97"	"Disneydvdvault.com"	"http://Disneydvdvault.com"	"2009-08-28 02:48:01"
"Buy Disney: Cheap"	"Best Value for Buy Disney. Find NexTag Sellers' Lowest Price!"	"www.NexTag.com"	"http://www.nextag.com/goto.jsp?p=4733&search=buy%20disney&t=ag%3D1355255609&crid=15308&gg_site=www.kolorowanki24.net&gg_aid=3504587999"	"2009-08-28 02:48:01"
"Disney Princesses Photos"	"20+ Disney Princesses Photos Shop, Compare and Save at Pronto."	"Photo.Pronto.com"	"http://www.pronto.com/user/search.do?displayQuery=photo%20disney%20princess&SEM=true&query=photo%20disney%20princess&adid=1247638437-8386041-1_gc&ref=photo%20disney&creativeid=3517921388&site=www.kolorowanki24.net"	"2009-08-28 02:48:01"
"Hotels"	"Save up to 50% on Hotels and Now Get Our Best Price Guarantee."	"www.Expedia.com"	"http://www.expedia.com/pubspec/scripts/eap.asp?GOTO=DAILY&PAGE=/hotels/default.asp&eapid=13172-1&semcid=13172-1&kword=GCON:16788844-423718084..1103569684&kend=1"	"2009-08-28 02:48:01"
"Priceline Cheap Hotels"	"The All New Priceline Now Lets You Shop and Compare Before You Buy!"	"www.priceline.com"	"http://www.priceline.com/hotels/default.asp?refid=PLGOOGLECPC&refclickid=C_Cheapest_Hotels"	"2009-08-28 02:48:01"
"Host a Korean Student"	"Make A Difference In A Student's Life! Become A Host Family Today."	"www.afice.org"	"http://www.afice.org/host-an-exchange-student.html"	"2009-08-28 02:48:01"
"South Korea Adoption"	"Spence-Chapin Agency: Accredited International Adoption Programs."	"Spence-Chapin.org"	"http://www.spence-chapin.org/adoption-programs/countries/b3_korea.php?_kk=south%20korea%20adoption&_kt=20019a7b-cfa7-4700-91ee-dd68ebba6ad7"	"2009-08-28 02:48:01"
"Call So Korea - 2Ã‚Â¢/min"	"Low Rates To S Korea & Worldwide No PIN Dialing and No Expiration!"	"www.PennyTalk.com"	"http://www.pennytalk.com/?source=GOOG_PT1103"	"2009-08-28 02:48:01"
"Stay Simple in Seoul"	"Visit Now and get information over phone, email & website registration"	"innostel.visitseoul.net"	"http://innostel.visitseoul.net/eng/html/intro.php"	"2009-08-28 02:48:01"
"Learn Korean in 10 Days"	"World-famous Pimsleur Method. As seen on PBS - $9.95 w/ Free S&H."	"PimsleurApproach.com/Learn-Korean"	"https://ww5.pimsleurapproach.com/search3/learn-korean.asp?sid=001CTseoKorA_ggl&Network=Content&kw=south%20korea&ad=4521889055&SiteTarget=www.koreanunification.net&s_kwcid=TC|3792|south%20korea|www.koreanunification.net|C||4521889055"	"2009-08-28 02:48:01"
"Call From Your Computer"	"Free PC VOIP Program Call In The US Or Internationally!"	"www.vbuzzer.com"	"http://www.vbuzzer.com/ld/mini/land_enter_site_4.php?language=en&country=USA"	"2009-08-28 02:48:01"
"Komik Radyo Dinle"	"Free Radio On Your PC. Quick Download. 100% Free."	"FreeRadio.tv/Komik+Radyo+Dinle"	"http://www.freeradio.tv/?utm_source=ADW&utm_medium=cpc&utm_term=34_RadioTB_352-19&utm_content=n&utm_campaign=n"	"2009-08-28 02:48:01"
"Turkey Istanbul 5 cent"	"$25'lÃ„Â±k kredi alana 263 dakika ABD iÃƒÂ§i bedava"	"www.3longdistance.com"	"http://www.3longdistance.com/turkey_calling_cards.htm"	"2009-08-28 02:48:01"
"Komik Radyo Dinle"	"Free Radio On Your PC. Quick Download. 100% Free."	"FreeRadio.tv/Komik+Radyo+Dinle"	"http://www.freeradio.tv/?utm_source=ADW&utm_medium=cpc&utm_term=34_RadioTB_352-19&utm_content=n&utm_campaign=n"	"2009-08-28 02:48:01"
"Turkey Istanbul 5 cent"	"$25'lÃ„Â±k kredi alana 263 dakika ABD iÃƒÂ§i bedava"	"www.3longdistance.com"	"http://www.3longdistance.com/turkey_calling_cards.htm"	"2009-08-28 02:48:01"
"TÃƒÂ¼rkiyenin Evlilik Sitesi"	"Evlilik Merkezine ÃƒÂœcretsiz ÃƒÂœye Olun Karakterinize Uyan ÃƒÂœyelerle TanÃ„Â±Ã…ÂŸÃ„Â±n"	"www.EvlilikMerkezi.com"	"http://www.evlilikmerkezi.com/?affiliate=V08R19"	"2009-08-28 02:48:01"
"Turkey Istanbul 5 cent"	"$25'lÃ„Â±k kredi alana 263 dakika ABD iÃƒÂ§i bedava"	"www.3longdistance.com"	"http://www.3longdistance.com/turkey_calling_cards.htm"	"2009-08-28 02:48:01"
"Evlenmek Ã„Â°steyenler?"	"Evlilik Hayalini Erteleme, ÃƒÂœye Ol Karakterine Uyan ÃƒÂœyelerle TanÃ„Â±Ã…ÂŸ!"	"www.EvlilikMerkezi.com"	"http://www.evlilikmerkezi.com/?affiliate=V08R19"	"2009-08-28 02:48:01"
"Turkey Istanbul 5 cent"	"$25'lÃ„Â±k kredi alana 263 dakika ABD iÃƒÂ§i bedava"	"www.3longdistance.com"	"http://www.3longdistance.com/turkey_calling_cards.htm"	"2009-08-28 02:48:01"
"VOIP to Phone Worldwide?"	"Vbuzzer, the Best VOIP in USA Vbuzzer, Top Quality Global Calls"	"www.vbuzzer.com"	"http://www.vbuzzer.com/ld/mini/land_enter_site_4.php?language=en&country=USA"	"2009-08-28 02:48:01"
"Dressup Your Fashion Girl"	"Become a Fashion Designer & Dress her Like a Glamour Celeb!"	"gamevance.com"	"http://network.kitaramarketplace.com/click/iWdrlo2fgZu3YZiVjZ17nIlomJZjoYHDimhvno2igJWP?dp=!!!1780475!!!"	"2009-08-28 02:48:01"
"Gurbet Sohbet Chat"	"GurbetÃƒÂ§ilerin BuluÃ…ÂŸma NoktasÃ„Â± Guvenli Zevkli Gurbet Chat Yeri"	"www.asilcafe.com"	"http://www.asilcafe.com"	"2009-08-28 02:48:01"
"Call Turkey from USA 5c/m"	"Competitive no fees rates, no PIN Rechargeable, speed dial, free 99 m"	"www.3longdistance.com/"	"http://www.3longdistance.com/turkey_calling_cards.htm"	"2009-08-28 02:48:01"
"Yerel Kocaeli"	"Free Radio On Your PC. Quick Download. 100% Free."	"FreeRadio.tv/Yerel+Kocaeli"	"http://www.freeradio.tv/?utm_source=ADW&utm_medium=cpc&utm_term=34_RadioTB_393-24&utm_content=n&utm_campaign=n"	"2009-08-28 02:48:01"
"ÃÂ¤ÃÂ¾Ã‘Â‚ÃÂ¾ÃÂ³Ã‘Â€ÃÂ°Ã‘Â„ÃÂ¸ÃÂ¸ ÃÂšÃÂ¾ÃÂ»ÃÂ¾Ã‘Â€ÃÂ°ÃÂ´ÃÂ¾"	"ÃÂ¤ÃÂ¾Ã‘Â‚ÃÂ¾ÃÂ¾Ã‘Â‚Ã‘Â‡ÃÂµÃ‘Â‚Ã‘Â‹ ÃÂ¸ ÃÂ¾ÃÂ¿ÃÂ¸Ã‘ÂÃÂ°ÃÂ½ÃÂ¸Ã‘Â ÃÂ¿Ã‘ÂƒÃ‘Â‚ÃÂµÃ‘ÂˆÃÂµÃ‘ÂÃ‘Â‚ÃÂ²ÃÂ¸ÃÂ¹ ÃÂ¨Ã‘Â‚ÃÂ°Ã‘Â‚ ÃÂšÃÂ¾ÃÂ»ÃÂ¾Ã‘Â€ÃÂ°ÃÂ´ÃÂ¾, ÃÂ¡ÃÂ¨ÃÂ"	"www.coloradoru.us"	"http://www.coloradoru.us"	"2009-08-28 02:48:01"
